date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
2015/01/11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/01/12,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,2,11,0,0,0,0,1,4,0,0,4,3,0,4,4,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0
2015/01/13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,1,0,0,2,1,0,0,0,6,0,0,0,0,1,1,0,0,0,5,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/01/14,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,6,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,4,0,4,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
2015/01/15,1,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,1,1,1,1,2,8,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,0,0,0,0,1,0
2015/01/16,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3,0,1,0,0,5,0,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,5,0,0,0,1,0,1,0,1,1,2,1,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015/01/17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/01/18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/01/19,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,2,2,1,3,0,1,7,0,0,0,0,0,1,1,0,0,0,2,2,4,0,2,0,9,0,0,0,0,0,2,0,1,1,3,0,12,6,1,5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0
2015/01/20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,1,0,1,1,4,0,1,0,9,0,0,0,1,0,0,0,0,1,3,1,7,4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2
2015/01/21,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,3,0,1,0,0,4,0,5,0,0,2,0,2,0,0,0,0,1,0,1,0,0,9,0,0,0,0,0,2,0,0,2,2,1,6,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,3,0
2015/01/22,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,2,0,1,2,1,0,3,0,0,2,0,3,0,0,0,0,4,0,0,0,1,3,4,0,0,0,6,0,0,0,0,0,0,0,0,2,3,0,8,4,0,6,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0
2015/01/23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,4,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,1,0,1,0,1,0,0,1,0,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0
2015/01/24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0
2015/01/25,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
2015/01/26,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,1,3,0,1,0,0,7,0,1,0,0,0,3,1,0,0,0,0,2,4,1,1,3,11,0,0,0,0,0,8,1,1,4,3,3,10,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,3,0,0,0,2,1,1,0,3,0,0,9,0,0,0,1,0,0
2015/01/27,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,4,0,0,0,0,0,2,4,0,0,0,0,1,2,0,1,0,4,0,0,0,0,0,0,0,1,1,0,1,8,5,0,1,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,1,0,3,1,0,1,1,0,3,1,1,6,1,0,0,0,1,0
2015/01/28,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,3,0,0,3,0,2,0,0,1,0,1,0,0,0,0,0,1,0,1,1,5,0,0,0,0,0,0,1,0,1,2,3,5,4,0,0,0,0,0,6,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4,2,1,2,0,0,0,0,0,0
2015/01/29,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,2,0,5,6,9,5,0,0,4,0,0,0,0,0,2,3,0,1,1,0,2,11,0,0,0,4,0,0,0,0,0,2,1,1,0,0,1,7,2,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1
2015/01/30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,0,1,0,0,1,3,0,1,0,0,2,7,0,0,0,2,0,0,0,2,1,6,0,2,2,3,2,4,7,0,0,0,0,1,3,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,1,5,0,0,0,0,0,0
2015/01/31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,2,0,0,1,0,0,0,5,0,0,1,0,0,0,0,4,0,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/02/01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
2015/02/02,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,3,1,3,0,0,7,0,1,0,0,0,0,3,0,1,0,1,2,3,3,1,1,8,1,0,0,1,1,5,1,1,2,4,1,19,5,0,7,0,0,3,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,6,0,0,1,0,0,0
2015/02/03,0,0,2,0,0,0,0,1,0,2,1,0,1,0,0,0,0,2,2,1,2,1,2,0,0,1,0,2,0,0,1,3,2,0,1,0,0,1,2,1,0,2,11,0,0,1,0,0,1,0,1,6,2,4,8,6,0,4,0,0,1,6,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0,2,2,0,0,0,1,0
2015/02/04,0,0,2,0,0,0,0,1,0,4,0,1,0,1,0,1,0,1,1,2,4,1,2,0,0,1,0,0,0,0,0,3,4,2,0,0,2,4,6,2,1,1,3,0,0,0,1,0,1,1,2,2,2,4,12,4,2,6,0,0,1,4,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,2
2015/02/05,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,1,0,0,1,3,3,2,4,0,0,2,0,1,0,0,0,2,2,0,0,0,1,5,5,1,2,2,7,1,0,0,1,0,0,0,0,2,0,2,8,3,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,2,5,0,0,0,0,2,1
2015/02/06,0,0,0,0,0,0,0,4,0,4,0,0,1,0,0,0,0,0,0,2,1,0,2,0,1,5,0,1,1,0,0,8,2,0,0,0,1,4,4,1,0,0,2,2,0,2,1,1,1,0,1,0,0,1,4,7,1,1,0,0,2,5,0,0,1,0,0,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,6,1,0,1,0,0,0
2015/02/07,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/02/08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,1,3,0,1,0,1,3,1,1,1,7,4,1,0,0,0,0,1,0,0,3,0,4,10,16,3,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2
2015/02/09,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,5,2,5,1,3,2,0,1,0,1,0,0,0,1,3,0,2,0,1,1,5,0,1,1,20,0,0,2,4,0,2,0,4,0,11,4,12,12,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,1,1,0,0,0,1,0,1,0,0,5,0,0,0,0,1,1
2015/02/10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,3,1,8,2,0,2,0,1,0,0,0,1,5,0,0,0,1,2,4,2,0,0,10,0,0,0,1,0,1,0,1,2,1,2,9,8,0,1,0,1,3,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,1,8,0,0,0,0,0,0
2015/02/11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,0,4,2,0,3,0,3,0,0,2,2,3,0,0,0,1,1,3,0,0,4,2,0,1,0,0,0,0,0,2,2,3,1,1,1,0,1,1,0,1,1,0,2,0,1,0,0,0,1,0,0,2,0,0,0,1,1,0,0,1,0,1,0,4,0,1,0,0,0,0,0,2,0
2015/02/12,0,0,1,1,0,0,0,1,0,4,1,0,0,0,0,0,2,0,1,1,1,1,3,2,0,5,0,1,0,1,3,2,1,0,0,0,0,1,4,8,0,1,6,1,0,0,0,0,1,0,0,1,1,4,16,1,0,1,1,1,1,5,0,1,1,0,0,1,2,2,0,0,1,17,1,0,1,0,0,1,0,0,0,2,1,1,2,5,0,0,0,0,0,0
2015/02/13,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,1,0,1,5,1,0,0,0,0,0,0,0,1,0,1,4,1,0,4,0,1,1,5,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0
2015/02/14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,0,0,3,0,0,0,0,1,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
2015/02/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2015/02/16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2015/02/17,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015/02/18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,2,1,0,0,0,2,5,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,7,0,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/02/19,0,0,1,0,0,0,0,1,0,4,1,0,0,1,0,0,2,0,3,1,2,0,2,0,1,1,0,0,0,0,0,2,4,1,1,1,0,2,1,1,1,4,18,0,0,0,0,0,3,0,2,3,0,1,15,17,1,5,0,0,2,3,0,2,1,2,2,1,0,0,0,0,2,0,1,0,1,0,2,1,0,2,0,1,2,0,0,5,1,0,0,0,0,0
2015/02/20,0,0,2,0,0,0,0,1,0,4,0,1,0,1,0,2,1,0,3,2,5,0,6,1,3,5,1,5,0,0,0,0,1,0,0,1,1,1,4,1,0,1,6,2,0,0,1,0,2,0,1,3,0,3,9,6,1,4,1,0,2,7,0,2,2,0,1,1,1,0,1,0,2,1,0,0,4,1,2,1,0,1,0,0,12,1,0,4,1,0,1,0,0,0
2015/02/21,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2015/02/22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2015/02/23,1,0,0,1,0,2,0,2,0,3,0,0,1,0,1,1,2,2,2,9,4,2,4,2,22,2,0,4,0,0,1,0,3,0,1,0,1,3,4,1,2,4,6,2,0,0,0,0,1,1,2,3,1,0,4,8,0,9,0,0,1,4,0,2,1,0,2,2,2,0,0,0,1,0,2,1,3,1,0,0,1,0,5,0,2,0,3,5,1,1,0,1,0,1
2015/02/24,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,3,0,1,1,1,4,1,2,1,0,4,0,1,2,1,3,1,0,0,2,1,2,1,1,2,5,1,0,0,0,2,1,0,2,2,4,1,5,1,0,1,0,0,0,4,0,0,2,0,2,4,15,2,0,0,1,1,0,1,3,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,1,0
2015/02/25,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,3,0,1,3,0,3,1,1,7,0,3,0,1,2,2,5,3,0,0,0,1,1,2,0,2,1,0,0,0,1,0,0,0,1,1,2,1,2,4,0,0,0,0,1,1,0,2,3,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,5,1,1,4,0,0,0,1,0,1
2015/02/26,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,1,3,0,0,3,1,1,3,0,4,7,0,4,1,0,2,2,3,2,0,0,1,3,7,5,1,3,3,0,0,1,0,0,0,0,0,2,1,1,6,8,1,3,0,2,3,3,0,3,0,2,0,6,10,2,0,0,8,0,0,1,1,1,0,0,0,0,4,0,0,0,0,4,0,0,2,0,0,0
2015/02/27,0,0,2,1,0,0,0,1,0,2,0,1,0,0,0,0,0,3,0,5,0,0,6,1,5,1,0,3,0,1,1,1,4,0,1,0,1,4,8,0,0,5,2,1,0,0,2,0,0,0,1,3,0,1,5,5,0,0,1,0,2,5,0,0,0,1,0,1,5,0,0,0,2,2,3,0,2,1,1,1,1,0,1,3,6,3,2,6,2,1,1,0,0,0
2015/02/28,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0
2015/03/01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015/03/02,0,0,1,2,0,2,0,0,0,8,0,1,0,0,0,0,0,0,2,2,2,2,6,3,1,2,0,1,0,0,0,2,4,1,0,0,0,1,5,3,0,0,8,0,2,0,0,0,0,0,3,3,1,0,8,7,2,5,2,1,2,6,0,2,0,2,0,6,8,0,1,0,1,0,0,1,1,0,0,1,0,0,1,4,6,1,3,13,0,0,0,0,0,2
2015/03/03,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,2,3,2,2,0,1,5,0,1,0,0,3,1,1,0,1,0,0,2,10,1,1,1,3,1,0,0,1,0,1,0,0,4,0,0,3,2,2,0,0,0,3,3,0,2,0,0,0,2,5,2,0,0,3,1,0,0,3,0,0,0,3,0,1,1,2,1,0,3,0,0,1,0,1,0
2015/03/04,0,0,0,4,0,3,0,2,0,6,0,0,0,1,0,0,0,4,1,4,5,1,4,0,2,4,0,7,0,0,2,2,1,1,0,2,1,1,1,0,1,1,5,2,0,0,0,0,0,0,0,1,0,1,4,4,0,1,1,0,0,1,0,1,1,2,0,1,5,3,1,0,0,1,1,4,0,1,1,1,1,0,3,0,1,1,1,7,0,1,1,1,0,1
2015/03/05,1,0,2,5,0,4,0,0,1,7,0,0,0,0,0,0,1,0,2,5,0,1,3,0,5,2,0,4,0,1,2,0,1,0,0,0,2,0,2,3,2,5,4,1,4,1,0,0,0,0,0,1,2,0,1,2,0,1,0,0,1,6,0,8,2,2,0,2,7,3,1,0,9,0,1,0,1,1,2,1,3,2,3,1,2,1,1,9,2,1,0,0,0,0
2015/03/06,0,0,1,0,0,5,0,0,0,3,0,0,0,0,0,0,0,1,1,2,3,1,2,2,5,4,0,1,0,2,2,1,2,1,0,0,1,1,4,3,0,2,4,0,0,0,0,1,0,0,0,2,1,1,2,3,0,5,3,0,1,2,0,1,1,0,0,1,7,2,2,0,8,5,0,1,4,3,0,1,3,1,3,1,5,2,2,4,0,0,0,0,1,1
2015/03/07,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,3,1,0,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0
2015/03/08,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2015/03/09,0,0,2,1,0,3,0,2,0,5,1,2,2,0,0,6,3,1,5,16,4,0,14,2,5,3,0,9,0,2,1,9,7,1,3,0,3,0,0,3,3,2,7,3,0,0,3,1,1,0,1,6,1,1,9,4,1,6,2,0,0,6,0,1,6,2,1,3,10,2,2,1,15,0,3,1,2,1,3,0,6,0,1,1,6,0,3,18,0,0,0,1,3,0
2015/03/10,0,0,1,6,0,2,0,0,0,7,0,0,1,0,0,0,2,2,1,1,5,3,5,2,4,6,1,1,0,1,1,2,4,0,1,1,1,0,2,3,0,0,6,1,0,0,0,2,1,0,0,3,0,1,3,8,0,3,0,0,0,3,0,3,1,3,1,0,11,0,1,0,7,1,0,0,1,0,0,3,2,2,1,0,3,3,1,12,0,0,0,1,0,0
